name,developer,publisher,release_date,tags,categories,rating_percent,reviews_count,price,current_players,24h_peak,all_time_peak
The First Descendant,"NEXON Games Co., Ltd.",NEXON,30.06.2024,Free to Play | Sexual Content | Looter Shooter | Multiplayer | Third-Person Shooter | Online Co-Op | RPG | Action | Shooter | Third Person | Action RPG | Character Customization | Singleplayer | Co-op | PvE | Adventure | Sci-fi | Combat | Story Rich | Nudity,Single-player | Online Co-op | Cross-Platform Multiplayer | In-App Purchases | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),56.96,109201.0,0.0,3671,5010,264860
Blue Archive,NEXON Games,NEXON Korea,04.07.2025,Cute | Funny | Anime | Epic | RPG | Story Rich | Strategy | Lore-Rich | Drama | Singleplayer | PvE | Sexual Content | Tactical RPG | Cinematic | Fantasy | Strategy RPG | Combat | Cartoony | Hentai | Animation & Modeling,Single-player | In-App Purchases,90.16,19443.0,,3664,5210,27077
V Rising,Stunlock Studios,Stunlock Studios,08.05.2024,Survival | Open World | Base Building | Vampire | Multiplayer | Crafting | Online Co-Op | PvE | PvP | Hack and Slash | Building | Sandbox | Exploration | Massively Multiplayer | Dark Fantasy | Action-Adventure | Singleplayer | Action | Adventure | Co-op,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Steam Achievements | Steam Cloud | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),87.84,130536.0,15.74,3614,6015,150645
DARK SOULS™ III,"FromSoftware, Inc.","FromSoftware, Inc. | Bandai Namco Entertainment",11.04.2016,Souls-like | Dark Fantasy | Difficult | RPG | Atmospheric | Lore-Rich | Third Person | Exploration | Story Rich | Action RPG | Co-op | Great Soundtrack | Adventure | Action | Multiplayer | PvP | Open World | Singleplayer | Character Customization | Replay Value,Single-player | Steam Achievements | Steam Trading Cards | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Multi-player | Co-op,93.45,428355.0,9.99,3590,5026,129975
Total War: THREE KINGDOMS,CREATIVE ASSEMBLY | Feral Interactive (Mac) | Feral Interactive (Linux),SEGA | Feral Interactive (Mac) | Feral Interactive (Linux),23.05.2019,Strategy | Historical | War | Turn-Based Strategy | Grand Strategy | RTS | Military | Multiplayer | Tactical | Singleplayer | Real Time Tactics | Action | Turn-Based | Great Soundtrack | Co-op | Simulation | Sandbox | Violent | Fantasy | Destruction,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),71.65,106584.0,11.99,3572,7789,192298
The Forest,Endnight Games Ltd,Endnight Games Ltd,30.04.2018,Open World Survival Craft | Survival | Horror | Open World | Crafting | Adventure | Building | Survival Horror | First-Person | Action | Exploration | Sandbox | Singleplayer | Atmospheric | Simulation | Gore | Realistic | Indie | Zombies | Early Access,Single-player | Online Co-op | LAN Co-op | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),94.74,660466.0,1.99,3569,6189,109397
Grand Theft Auto IV: The Complete Edition,Rockstar North | Rockstar Toronto,Rockstar Games,02.12.2008,Open World | Action | Crime | Multiplayer | Automobile Sim | Third Person | Adventure | Singleplayer | Third-Person Shooter | Moddable | Sandbox | Shooter | Physics | Atmospheric | Classic | Funny | Dark Humor | Gore | Satire | Co-op,Single-player | Remote Play on Phone | Remote Play on Tablet | Multi-player,82.06,189381.0,5.99,3566,6075,11696
Grounded,Obsidian Entertainment,Xbox Game Studios,27.09.2022,Survival | Multiplayer | Co-op | Open World Survival Craft | Base Building | Crafting | Adventure | Open World | Horror | Online Co-Op | Exploration | Action | Sandbox | Singleplayer | First-Person | RPG | Third Person | Cute | Funny | Early Access,Single-player | Online Co-op | Steam Trading Cards | Steam Cloud | Remote Play on Tablet | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),88.38,91929.0,19.99,3564,6098,32012
Play Together,"HAEGIN Co.,Ltd.","HAEGIN Co.,Ltd.",14.01.2025,Free to Play | Relaxing | Casual | Character Customization | Multiplayer | Fishing | Cute | Cartoony | Fantasy | Party | Minigames | Conversation | Romance | Colorful | Cooking | Funny | Emotional | Life Sim | 3D | Family Friendly,MMO | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Multi-player | Co-op | PvP,72.04,1388.0,0.0,3559,5664,7633
Waifusitter,Caulino,Multisekai,04.03.2025,Simulation | Nudity | Hentai | Clicker | Hidden Object | NSFW | Sexual Content | Casual | Anime | Conversation | Capitalism | Idler | Arcade | Dating Sim | Point & Click | Puzzle | Visual Novel | Trading Card Game | 2D | Economy,Single-player | Steam Achievements | In-App Purchases | Profile Features Limited | Adult Only,,,,3522,10786,11489
学生时代,白雨工作室,白雨工作室,29.01.2026,Immersive Sim | Casual | Dating Sim | Life Sim | Emotional | Management | Visual Novel | Resource Management | Shop Keeper | Lore-Rich | Story Rich | Multiple Endings | Choose Your Own Adventure | Drama | 1990's | Strategy | Romance | Cute | Roguelite | Moddable,Single-player | Steam Achievements | Steam Workshop | Steam Cloud | Family Sharing | Steam Timeline,81.49,4815.0,9.59,3480,8536,8662
Bellwright,Donkey Crew,Donkey Crew | Snail Games USA,23.04.2024,Survival | Open World | Medieval | City Builder | Crafting | Online Co-Op | Multiplayer | Building | Simulation | RPG | Strategy | Co-op | Life Sim | Exploration | Action | Singleplayer | Early Access | Third Person | War | 3D,Single-player | Online Co-op | Steam Achievements | Steam Cloud | HDR Supported | Family Sharing | Early Access | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),79.11,16895.0,19.79,3435,6620,15263
Elite Dangerous,Frontier Developments,Frontier Developments,02.04.2015,Space Sim | Space | Open World | Exploration | Sci-fi | Simulation | Massively Multiplayer | Multiplayer | VR | First-Person | Action | Adventure | Sandbox | Online Co-Op | Singleplayer | Trading | RPG | Difficult | Strategy | TrackIR,Single-player | MMO | In-App Purchases | Remote Play on Tablet | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),76.46,104407.0,1.99,3426,5377,28923
Cell to Singularity - Evolution Never Ends,Computer Lunch,Computer Lunch,03.11.2021,Clicker | Free to Play | Simulation | Science | Idler | Casual | Historical | Singleplayer | Space | Dinosaurs | Education | God Game | Early Access | Sandbox | Sci-fi | Point & Click | Multiplayer | Atmospheric | Strategy | Family Friendly,Single-player | Steam Achievements | In-App Purchases | Steam Cloud,87.82,25814.0,0.0,3387,4475,7340
Melvor Idle,Games by Malcs,Jagex Ltd,18.11.2021,Idler | RPG | Casual | Indie | Singleplayer | Adventure | 2D | Mining | Automation | Minimalist | Fantasy | Crafting | Magic | Cartoon | Point & Click | Colorful | Combat | Demons | Fishing | Early Access,Single-player | Steam Achievements | Steam Trading Cards | Family Sharing,88.09,15496.0,3.99,3382,3986,11867
Tom Clancy's The Division 2,Ubisoft,Ubisoft,12.01.2023,Looter Shooter | Open World | Multiplayer | Third-Person Shooter | Singleplayer | Online Co-Op | Shooter | Action | Adventure | RPG | Co-op | Post-apocalyptic | Loot | Character Customization | Survival | PvE | Massively Multiplayer | Military | PvP | Story Rich,Single-player | Online PvP | Online Co-op | Steam Achievements | Captions available | In-App Purchases | HDR Supported | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),76.91,28341.0,2.99,3374,4749,14858
Core Keeper,Pugstorm,Fireshine Games | bilibili,27.08.2024,Open World | Survival | Exploration | Sandbox | Multiplayer | Pixel Graphics | Crafting | Building | Base Building | Action | Co-op | Procedural Generation | Online Co-Op | Adventure | Atmospheric | Open World Survival Craft | Combat | Singleplayer | Indie | 2D,Single-player | Online Co-op | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),91.39,61364.0,9.59,3371,5313,46465
Borderlands® 4,Gearbox Software,2K,11.09.2025,FPS | PvE | Looter Shooter | Open World | Co-op | Action RPG | Loot | First-Person | Action-Adventure | RPG | Multiplayer | Action | Controller | Sci-fi | Online Co-Op | Funny | Space | Futuristic | Adventure | LGBTQ+,Single-player | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),59.75,74793.0,55.99,3368,4593,304398
Hades,Supergiant Games,Supergiant Games,17.09.2020,Action Roguelike | Roguelite | Hack and Slash | Indie | Mythology | Action | Roguelike | Singleplayer | Great Soundtrack | Story Rich | Dungeon Crawler | RPG | Replay Value | Isometric | Difficult | Action RPG | Hand-drawn | Atmospheric | Perma Death | LGBTQ+,Single-player | Steam Achievements | Steam Trading Cards | Captions available | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing,97.01,297500.0,6.24,3319,4222,54240
Unnamed Space Idle,Sylv,Jdog Corp,27.07.2023,Idler | Casual | Free to Play | Simulation | Space | Clicker | Resource Management | Singleplayer | 2D | Sci-fi | Early Access | Aliens | Tutorial | Automation | Futuristic | Auto Battler | Artificial Intelligence | Spaceships,Single-player | Steam Achievements | In-App Purchases | Steam Cloud | Early Access,89.35,3859.0,0.0,3292,4340,6385
EVE Online,CCP,CCP,16.12.2010,Space Sim | Exploration | Adventure | Open World | Difficult | Simulation | Trading | Space | Sandbox | Massively Multiplayer | Co-op | PvE | Third Person | Mining | Lore-Rich | Character Customization | Sci-fi | Economy | Strategy | PvP,MMO | Online PvP | Online Co-op | Steam Trading Cards | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),72.56,38047.0,0.01,3285,4884,10627
Party Animals,Recreate Games,Source Technology,20.09.2023,Multiplayer | Funny | Casual | Cute | Party Game | Co-op | Fighting | Action | PvP | Online Co-Op | Local Multiplayer | Party | Family Friendly | 4️⃣ 4 Player Local | Physics | 3D Fighter | Local Co-Op | Team-Based | Indie | Action-Adventure,Single-player | Online PvP | Shared/Split Screen PvP | Online Co-op | Shared/Split Screen Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Remote Play Together | Family Sharing | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA) | Co-op | Shared/Split Screen,78.64,75108.0,9.99,3274,9508,104174
The Planet Crafter,Miju Games,Miju Games,10.04.2024,Open World Survival Craft | Base Building | Survival | Online Co-Op | Co-op | Building | Crafting | Open World | Exploration | Space | Automation | Sandbox | Resource Management | First-Person | Sci-fi | Singleplayer | Adventure | Story Rich | Immersive Sim | Aliens,Single-player | Online Co-op | Steam Achievements | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA) | Multi-player | Co-op,94.38,65551.0,9.99,3272,5699,28416
ウマ娘 プリティーダービー,"Cygames, Inc.","Cygames, Inc.",25.06.2025,Simulation | Sports | 3D | Cute | Anime | Free to Play | Singleplayer | Multiplayer | PvE | PvP | Horses | Historical | Drama | Emotional | Roguelike,Single-player | Steam Achievements | In-App Purchases | Multi-player,82.88,732.0,0.0,3264,6840,12975
theHunter: Call of the Wild™,Expansive Worlds,Avalanche Studios,16.02.2017,Hunting | Open World | Multiplayer | Nature | Relaxing | Stealth | FPS | Simulation | Survival | Sandbox | Realistic | Online Co-Op | First-Person | Co-op | Walking Simulator | Immersive Sim | Shooter | America | Sports | Controller,Single-player | Online Co-op | Steam Achievements | In-App Purchases | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),88.01,192156.0,1.99,3256,5915,25235
Abiotic Factor,Deep Field Games,Playstack,22.07.2025,Survival | Online Co-Op | Open World Survival Craft | Crafting | Base Building | Sci-fi | Exploration | Co-op Campaign | Multiplayer | Early Access | Sandbox | First-Person | FPS | Science | Building | Immersive Sim | Adventure | PvE | Simulation | Aliens,Single-player | Online Co-op | LAN Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),94.11,51205.0,19.99,3236,3445,29278
UBERMOSH:WRAITH,Walter Machado,Walter Machado,29.01.2017,Action | Indie | Arcade | Fast-Paced | Pixel Graphics | Retro | Anime | Cyberpunk | Bullet Hell | Twin Stick Shooter | Shoot 'Em Up | Isometric | Difficult | Gore | Procedural Generation | Violent | Hack and Slash | Action Roguelike | Roguelite | 2D,Single-player | Steam Achievements | Steam Trading Cards | Family Sharing,86.03,1045.0,0.27,3190,3330,9620
Dispatch,AdHoc Studio,AdHoc Studio,22.10.2025,Choices Matter | Story Rich | Sexual Content | Nudity | Superhero | Singleplayer | Comedy | Romance | Choose Your Own Adventure | Episodic | Cinematic | Funny | Strategy | Action | Point & Click | Comic Book | Indie | Visual Novel | Adventure | Atmospheric,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing,96.48,161510.0,26.99,3189,3833,220060
Starfield,Bethesda Game Studios,Bethesda Softworks,06.09.2023,Space | Open World | Singleplayer | RPG | Sci-fi | Exploration | First-Person | Character Customization | Story Rich | Action-Adventure | Third Person | Adventure | Action RPG | Space Sim | Atmospheric | Moddable | Action | Cinematic | Realistic | Great Soundtrack,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),56.35,169856.0,41.99,3142,4010,330723
Hell Let Loose,Expression Games,Team17,27.07.2021,Shooter | Realistic | World War II | Multiplayer | FPS | Singleplayer | War | Action | Military | Tactical | First-Person | Simulation | Massively Multiplayer | Gore | Historical | Strategy | PvP | Mature | Violent | Indie,Online PvP | Steam Achievements | Family Sharing | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),81.01,144268.0,12.49,3141,6088,21385
Total War: ROME II - Emperor Edition,CREATIVE ASSEMBLY | Feral Interactive,SEGA | Feral Interactive,03.09.2013,Strategy | Historical | Turn-Based Strategy | Grand Strategy | Rome | Tactical | War | Multiplayer | RTS | Real Time Tactics | Turn-Based | Singleplayer | Online Co-Op | Simulation | Turn-Based Tactics | Co-op | Moddable | Action | Atmospheric | Education,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | PvP | Co-op,82.71,91498.0,5.99,3112,6298,118240
Tap Ninja,Broken Glass,Broken Glass,17.03.2022,Clicker | Idler | Casual | Pixel Graphics | Ninja | 2D | Side Scroller | Roguelike | Action-Adventure | Singleplayer | Action | Adventure | Free to Play | Medieval | Hack and Slash | RPG | PvE | Indie | Linear | Collectathon,Single-player | Steam Achievements | Steam Trading Cards | In-App Purchases | Steam Cloud,82.91,9305.0,0.0,3098,4087,4817
Avatar: Frontiers of Pandora,Massive Entertainment - A Ubisoft Studio | Ubisoft Montpellier | Ubisoft Shanghai | Ubisoft Toronto | Ubisoft Düsseldorf | Ubisoft Reflections,Ubisoft,17.06.2024,Adventure | Action | Open World | Multiplayer | Online Co-Op | First-Person | Singleplayer | Exploration | Shooter | Character Customization | Sci-fi | Story Rich | Atmospheric | 3D | Co-op | Immersive Sim | Third Person | Beautiful | RPG | FPS,Single-player | Online Co-op | Steam Achievements | Captions available | In-App Purchases | HDR Supported | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),74.26,11252.0,17.49,3080,5179,15283
Split Fiction,Hazelight Studios,Electronic Arts,06.03.2025,Co-op | Split Screen | Local Co-Op | Female Protagonist | Action-Adventure | Online Co-Op | Fantasy | 3D Platformer | Sci-fi | Story Rich | Third Person | Co-op Campaign | Adventure | Multiplayer | Action | Local Multiplayer | Puzzle Platformer | Platformer | Funny | Mature,Online Co-op | Shared/Split Screen Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Captions available | Steam Cloud | Remote Play Together | HDR Supported | Family Sharing | Multi-player | Co-op | Shared/Split Screen | Cloud Gaming | Cloud Gaming (NVIDIA),95.84,112439.0,37.49,3072,11388,259003
World of Tanks,Wargaming Group Limited,Wargaming Group Limited,29.04.2021,Tanks | Free to Play | Action | Military | PvP | Vehicular Combat | Multiplayer | Team-Based | Tactical | Massively Multiplayer | War | Historical | World War II | Simulation | Co-op | Realistic | Shooter | Third Person | Third-Person Shooter | PvE,MMO | Online PvP | Steam Achievements | Steam Trading Cards | In-App Purchases | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),79.95,96200.0,0.0,3060,12048,24172
